"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,090741,CME ,00,090 ,  221536,   93860,   23089,    6593,   30033,   67618,    8418,   16844,   53932,   19083,   10469,    1459,      21,  185319,  180212,   36217,   41324,   16801,    4936,   -2366,    1409,   -1736,    7833,    2517,    2300,    1113,    2353,    2673,     -23,      -6,   14446,   12830,    2355,    3971,  100.0,   42.4,   10.4,    3.0,   13.6,   30.5,    3.8,    7.6,   24.3,    8.6,    4.7,    0.7,    0.0,   83.7,   81.3,   16.3,   18.7,    123,      9,      4,      8,     16,     28,     15,     12,     38,     14,     12,      4,      4,     69,     95,    44.4,    22.9,    52.4,    34.1,    42.7,    22.8,    49.0,    33.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,092741,CME ,00,092 ,   61512,   29464,    1030,    2707,    2523,   23121,      54,   13030,   11370,    2777,    1513,       0,       0,   52067,   41059,    9445,   20453,   -2182,     358,     140,    -114,    -452,   -1261,    -404,   -1444,     606,     351,       0,       0,       0,   -1705,    -682,    -477,   -1500,  100.0,   47.9,    1.7,    4.4,    4.1,   37.6,    0.1,   21.2,   18.5,    4.5,    2.5,    0.0,    0.0,   84.6,   66.7,   15.4,   33.3,     55,      8,.,      6,.,     14,.,     12,     15,      4,.,      0,      0,     30,     36,    46.7,    22.9,    60.6,    35.8,    45.8,    22.8,    58.7,    34.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,096742,CME ,00,096 ,  270262,   80808,    6883,   14986,   42771,  115781,    4637,   60832,   45720,   41621,     998,    3120,     190,  246842,  232938,   23420,   37324,   -1712,    7904,    -218,   -1913,   -3199,    -579,    -308,   -1102,    -581,    1044,      48,       0,     -47,    2426,   -2602,   -4138,     890,  100.0,   29.9,    2.5,    5.5,   15.8,   42.8,    1.7,   22.5,   16.9,   15.4,    0.4,    1.2,    0.1,   91.3,   86.2,    8.7,   13.8,    124,      8,      4,      8,     12,     37,     17,     25,     33,     21,.,.,.,     71,    100,    37.3,    21.9,    54.7,    34.0,    34.8,    17.3,    46.9,    26.7,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,097741,CME ,00,097 ,  314493,   99470,   16984,    9263,   67843,  106055,    4708,   46739,   94751,   32673,    8041,    2216,     458,  269194,  267107,   45299,   47386,   19978,    4758,    5241,     600,   -2153,    1186,   -1144,    9549,    7693,    2986,    -516,    -256,      43,   14123,   16349,    5855,    3629,  100.0,   31.6,    5.4,    2.9,   21.6,   33.7,    1.5,   14.9,   30.1,   10.4,    2.6,    0.7,    0.1,   85.6,   84.9,   14.4,   15.1,    167,     13,      4,      8,     25,     36,     18,     30,     41,     22,     11,      7,      5,    102,    118,    29.8,    20.3,    43.5,    32.9,    29.3,    20.3,    41.3,    32.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,099741,CME ,00,099 ,  795190,   18694,  386989,   34813,  464545,  122182,   23469,   56358,   78812,   76952,   33916,   10051,    4278,  713025,  737546,   82165,   57644,   -6359,     344,   -6297,    1118,   -2821,   -1465,   -1364,   -3592,    2745,     905,     686,     659,    -236,   -4960,   -3935,   -1399,   -2424,  100.0,    2.4,   48.7,    4.4,   58.4,   15.4,    3.0,    7.1,    9.9,    9.7,    4.3,    1.3,    0.5,   89.7,   92.8,   10.3,    7.2,    309,     12,     19,     16,    110,     39,     49,     39,     53,     37,     27,     10,      9,    238,    182,    17.2,    39.4,    28.2,    55.9,    16.6,    36.7,    26.2,    51.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,232741,CME ,00,232 ,  213078,  109792,    8662,    1760,   30592,  105357,    5888,   24400,   42420,   14101,    2614,      31,      33,  189181,  178252,   23897,   34826,    3992,   -5743,    3932,     220,    -324,   -4040,      98,    3086,    1579,    2625,     111,      -3,     -14,      58,    4396,    3934,    -404,  100.0,   51.5,    4.1,    0.8,   14.4,   49.4,    2.8,   11.5,   19.9,    6.6,    1.2,    0.0,    0.0,   88.8,   83.7,   11.2,   16.3,    108,      8,      5,      4,     16,     24,     12,     19,     30,     16,      5,.,.,     64,     78,    46.8,    37.1,    59.0,    44.7,    46.8,    36.7,    58.8,    43.2,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,299741,CME ,00,099 ,   30755,       0,   11638,       0,   14413,    1505,    2604,       0,   11972,      28,       0,       0,       0,   17045,   27747,   13710,    3008,    1130,       0,     432,       0,     589,     -49,       0,    -432,    1409,      28,       0,       0,       0,     185,    1820,     945,    -690,  100.0,    0.0,   37.8,    0.0,   46.9,    4.9,    8.5,    0.0,   38.9,    0.1,    0.0,    0.0,    0.0,   55.4,   90.2,   44.6,    9.8,     30,      0,.,      0,     16,.,      6,      0,      8,.,      0,      0,      0,     18,     19,    23.2,    59.1,    37.4,    73.2,    22.4,    59.1,    34.8,    73.2,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,095741,CME ,00,095 ,  207729,   22355,   46204,     196,   98667,    5292,     673,   68994,   42584,    8632,    2393,  100896,      49,  201959,  204526,    5770,    3203,    4189,   -2760,    5484,      -2,    2547,    -389,     -75,    5052,   11278,    -936,     363,  -10894,      23,    4212,    4489,     -23,    -300,  100.0,   10.8,   22.2,    0.1,   47.5,    2.5,    0.3,   33.2,   20.5,    4.2,    1.2,   48.6,    0.0,   97.2,   98.5,    2.8,    1.5,    147,      5,      7,.,     24,     10,      4,     42,     36,     12,      9,     14,.,     89,     77,    34.1,    67.5,    55.1,    75.5,    34.1,    67.5,    55.1,    75.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,102741,CME ,00,102 ,   67068,    4850,   23867,   11601,   26579,    3359,    2529,   12443,   20000,    1079,    4722,    3044,       0,   63803,   65479,    3265,    1589,   15614,   -5173,     121,    7842,   10159,     133,    2497,     -46,    4392,     320,     255,     507,       0,   15854,   15812,    -240,    -198,  100.0,    7.2,   35.6,   17.3,   39.6,    5.0,    3.8,   18.6,   29.8,    1.6,    7.0,    4.5,    0.0,   95.1,   97.6,    4.9,    2.4,     73,      4,.,      4,     12,      6,.,     19,     11,.,      9,      8,      0,     47,     36,    43.9,    60.5,    63.2,    77.5,    36.3,    56.5,    47.4,    65.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,112741,CME ,00,112 ,   57678,   32237,    4301,     100,    4028,   32102,     667,   16766,   12032,     624,     330,    1507,      17,   54769,   51350,    2909,    6328,     434,    -202,   -1161,       6,      34,    2439,    -425,    1060,    -792,      -5,       0,     187,       0,     468,     249,     -34,     185,  100.0,   55.9,    7.5,    0.2,    7.0,   55.7,    1.2,   29.1,   20.9,    1.1,    0.6,    2.6,    0.0,   95.0,   89.0,    5.0,   11.0,    102,     11,.,.,     11,     21,      6,     20,     29,      7,.,      7,.,     51,     68,    48.3,    35.7,    65.6,    51.7,    48.3,    35.2,    65.4,    51.2,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
