"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,090741,CME ,00,090 ,  204735,   88924,   25455,    5184,   31769,   59786,    5901,   14544,   52819,   16729,    7796,    1482,      27,  170874,  167382,   33861,   37353,    3354,     145,    -360,    1586,     237,      32,     517,     771,    -993,     698,     727,      -1,     -15,    4668,    1464,   -1314,    1890,  100.0,   43.4,   12.4,    2.5,   15.5,   29.2,    2.9,    7.1,   25.8,    8.2,    3.8,    0.7,    0.0,   83.5,   81.8,   16.5,   18.2,    119,      9,      4,      7,     16,     25,     14,     15,     36,     13,     10,      4,      4,     67,     90,    47.3,    24.6,    55.5,    36.2,    45.9,    24.5,    52.4,    35.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,092741,CME ,00,092 ,   63694,   29106,     890,    2821,    2975,   24382,     458,   14474,   10764,    2426,    1513,       0,       0,   53772,   41741,    9922,   21953,   -1770,    -226,     180,     188,   -2649,    -602,     399,    -340,   -1566,      11,       0,       0,       0,   -2617,   -1389,     847,    -381,  100.0,   45.7,    1.4,    4.4,    4.7,   38.3,    0.7,   22.7,   16.9,    3.8,    2.4,    0.0,    0.0,   84.4,   65.5,   15.6,   34.5,     52,      7,.,      6,.,     14,.,     12,     11,.,.,      0,      0,     30,     33,    45.8,    23.4,    59.1,    34.9,    45.0,    23.4,    58.3,    34.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,096742,CME ,00,096 ,  271974,   72904,    7101,   16899,   45969,  116360,    4945,   61935,   46301,   40577,     950,    3120,     237,  244416,  235540,   27558,   36434,    8981,    9255,   -3426,    -754,    3210,    8002,     -81,   -3738,    3968,     740,      42,      -1,     -42,    8633,    8406,     348,     575,  100.0,   26.8,    2.6,    6.2,   16.9,   42.8,    1.8,   22.8,   17.0,   14.9,    0.3,    1.1,    0.1,   89.9,   86.6,   10.1,   13.4,    125,      8,      4,      8,     15,     36,     16,     26,     31,     21,.,.,.,     73,     98,    35.7,    21.6,    53.4,    34.4,    33.2,    17.6,    46.0,    26.8,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,097741,CME ,00,097 ,  294515,   94711,   11743,    8662,   69996,  104869,    5852,   37190,   87058,   29687,    8557,    2472,     415,  255071,  250758,   39444,   43757,   -1949,   -3325,    1759,     159,    -126,   -5069,    1465,   -6798,   -1668,    5305,     -47,    -797,     218,   -3149,    1371,    1200,   -3320,  100.0,   32.2,    4.0,    2.9,   23.8,   35.6,    2.0,   12.6,   29.6,   10.1,    2.9,    0.8,    0.1,   86.6,   85.1,   13.4,   14.9,    165,     15,      4,      8,     26,     32,     20,     26,     43,     23,     12,      7,      4,    104,    116,    31.6,    23.2,    45.8,    35.3,    30.7,    23.2,    43.3,    34.9,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,099741,CME ,00,099 ,  801549,   18349,  393286,   33695,  467367,  123647,   24834,   59950,   76067,   76047,   33230,    9392,    4515,  717985,  741481,   83564,   60068,    7002,    -951,   13084,     321,     492,   -7258,     474,    2050,   -1029,    2497,    -195,      37,    -154,    4536,    7973,    2466,    -971,  100.0,    2.3,   49.1,    4.2,   58.3,   15.4,    3.1,    7.5,    9.5,    9.5,    4.1,    1.2,    0.6,   89.6,   92.5,   10.4,    7.5,    308,     11,     19,     14,    112,     40,     48,     42,     50,     33,     26,      8,      8,    233,    178,    16.9,    38.9,    28.0,    55.6,    16.3,    36.2,    26.0,    51.1,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,232741,CME ,00,232 ,  209086,  115535,    4731,    1541,   30916,  109397,    5790,   21314,   40840,   11476,    2503,      34,      47,  189122,  173856,   19964,   35230,   -1784,    1387,     543,     296,   -2248,   -3903,     139,   -1726,    1593,     255,    -305,    -542,      -7,   -2210,   -1627,     426,    -157,  100.0,   55.3,    2.3,    0.7,   14.8,   52.3,    2.8,   10.2,   19.5,    5.5,    1.2,    0.0,    0.0,   90.5,   83.2,    9.5,   16.8,    104,      8,.,      4,     16,     24,     11,     17,     31,     13,      4,.,.,     59,     75,    47.5,    38.4,    62.6,    45.8,    47.5,    37.8,    62.3,    44.1,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,299741,CME ,00,099 ,   29625,       0,   11206,       0,   13824,    1554,    2604,     432,   10563,       0,       0,       0,       0,   16860,   25927,   12765,    3698,     815,       0,     552,       0,     -90,    -717,     -80,    -120,    1337,       0,       0,       0,       0,    -290,    1092,    1105,    -277,  100.0,    0.0,   37.8,    0.0,   46.7,    5.2,    8.8,    1.5,   35.7,    0.0,    0.0,    0.0,    0.0,   56.9,   87.5,   43.1,   12.5,     29,      0,.,      0,     15,.,      6,.,      7,      0,      0,      0,      0,     17,     18,    23.9,    57.3,    38.8,    72.1,    23.1,    57.3,    36.1,    71.9,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,095741,CME ,00,095 ,  203540,   25115,   40720,     198,   96120,    5681,     748,   63942,   31306,    9568,    2031,  111790,      26,  197747,  200037,    5793,    3503,     299,     888,   -1709,      53,   -4425,    1213,      -1,    1631,   -1017,    3032,    -676,   -1444,      -2,     500,     125,    -201,     174,  100.0,   12.3,   20.0,    0.1,   47.2,    2.8,    0.4,   31.4,   15.4,    4.7,    1.0,   54.9,    0.0,   97.2,   98.3,    2.8,    1.7,    144,      6,      7,.,     22,     11,      5,     43,     31,     14,     10,     14,.,     91,     75,    32.7,    69.2,    50.5,    78.6,    32.7,    69.2,    50.5,    78.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,102741,CME ,00,102 ,   51454,   10023,   23746,    3759,   16420,    3226,      32,   12489,   15608,     759,    4467,    2537,       0,   47949,   49667,    3505,    1787,     384,   -4589,    -204,    1648,    4819,   -8578,       0,   -2430,    7008,     630,     178,    -100,       0,     256,     404,     128,     -20,  100.0,   19.5,   46.1,    7.3,   31.9,    6.3,    0.1,   24.3,   30.3,    1.5,    8.7,    4.9,    0.0,   93.2,   96.5,    6.8,    3.5,     73,      5,.,.,     11,      6,.,     18,     10,.,     10,      8,      0,     48,     33,    41.3,    66.1,    59.7,    79.4,    38.3,    66.1,    53.2,    76.3,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,112741,CME ,00,112 ,   57244,   32439,    5462,      94,    3994,   29663,    1092,   15706,   12824,     629,     330,    1320,      17,   54301,   51101,    2943,    6143,    3107,    6197,   -4367,      31,   -1390,    3809,     138,   -1044,    1503,     356,    -685,     696,       0,    3603,    2166,    -496,     941,  100.0,   56.7,    9.5,    0.2,    7.0,   51.8,    1.9,   27.4,   22.4,    1.1,    0.6,    2.3,    0.0,   94.9,   89.3,    5.1,   10.7,     98,     11,.,.,     10,     22,      6,     18,     28,      6,.,      6,.,     47,     66,    45.1,    36.7,    62.9,    51.9,    45.1,    35.6,    62.8,    50.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
