"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,090741,CME ,00,090 ,  177048,   51714,   14499,     192,   29311,   79980,    4324,   46911,   33493,    7411,    4192,    1978,      43,  144098,  141920,   32950,   35128,   10901,     880,   -2681,      88,   -1109,   11374,     195,    8723,    1206,    1418,    -496,     -16,      -2,    9697,   11582,    1204,    -681,  100.0,   29.2,    8.2,    0.1,   16.6,   45.2,    2.4,   26.5,   18.9,    4.2,    2.4,    1.1,    0.0,   81.4,   80.2,   18.6,   19.8,    103,      7,      8,.,     14,     22,     11,     21,     23,     14,      4,      4,.,     55,     76,    36.2,    23.1,    48.9,    40.1,    36.0,    23.1,    47.9,    39.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,092741,CME ,00,092 ,   43242,   14643,    4980,       0,    5285,   16063,     114,    7000,    5725,      64,    1710,       0,       0,   28816,   26946,   14426,   16296,   -1084,    -219,      55,       0,     567,     -96,    -128,   -1262,   -1001,    -364,       0,       0,       0,   -1406,   -1534,     322,     450,  100.0,   33.9,   11.5,    0.0,   12.2,   37.1,    0.3,   16.2,   13.2,    0.1,    4.0,    0.0,    0.0,   66.6,   62.3,   33.4,   37.7,     42,.,      4,      0,      6,      9,.,      9,      9,.,.,      0,      0,     20,     26,    38.1,    32.6,    51.0,    47.5,    38.1,    32.6,    50.7,    47.5,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,096742,CME ,00,096 ,  228616,    3749,   70807,    3021,   84704,   65027,    7540,   79582,   39052,   16639,       0,    1357,     536,  195771,  203979,   32845,   24637,     437,    3749,   -8795,     171,   -7500,    5973,     -11,    3988,    5716,     636,    -434,    -500,       0,     599,    3190,    -162,   -2753,  100.0,    1.6,   31.0,    1.3,   37.1,   28.4,    3.3,   34.8,   17.1,    7.3,    0.0,    0.6,    0.2,   85.6,   89.2,   14.4,   10.8,    127,.,     12,      5,     23,     26,     17,     30,     29,     20,      0,.,.,     79,     91,    27.4,    30.5,    44.9,    42.4,    25.5,    30.4,    41.6,    41.2,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,097741,CME ,00,097 ,  245452,   93017,   20552,    1181,   65309,  101629,    4781,   29062,   66941,    6866,    9378,    3049,      15,  209609,  205014,   35843,   40438,   -1471,   -5186,    5626,     -36,    5024,   -1906,     359,   -4700,   -2922,    1360,     357,    -597,       0,   -2822,    1884,    1351,   -3355,  100.0,   37.9,    8.4,    0.5,   26.6,   41.4,    1.9,   11.8,   27.3,    2.8,    3.8,    1.2,    0.0,   85.4,   83.5,   14.6,   16.5,    140,     10,      7,.,     22,     28,     15,     23,     35,     14,     11,      4,.,     80,     93,    39.5,    26.2,    52.6,    40.3,    39.1,    26.0,    51.2,    40.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,099741,CME ,00,099 ,  748127,   26259,  483727,    2792,  464262,   98767,   22253,   87774,   59359,   21434,   30664,    8578,    4610,  660048,  701520,   88079,   46607,   -2359,   -1253,  -20178,     730,   -3346,   13029,    -502,   -3947,    -656,    5741,     -25,    -933,      89,   -2513,   -2680,     154,     321,  100.0,    3.5,   64.7,    0.4,   62.1,   13.2,    3.0,   11.7,    7.9,    2.9,    4.1,    1.1,    0.6,   88.2,   93.8,   11.8,    6.2,    292,     13,     17,      7,    117,     28,     45,     49,     37,     28,     21,     10,      4,    229,    147,    18.1,    53.3,    28.6,    68.2,    17.5,    53.1,    27.5,    67.8,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,232741,CME ,00,232 ,  223489,   97022,    5080,    1704,   37568,  132587,    4011,   52282,   40209,    5838,    1961,     536,       0,  200386,  189965,   23103,   33524,   -3466,    7171,    1026,      80,   -4291,   -1963,    -167,   -8350,   -1424,     -34,     -78,    -500,       0,   -5669,   -2982,    2203,    -484,  100.0,   43.4,    2.3,    0.8,   16.8,   59.3,    1.8,   23.4,   18.0,    2.6,    0.9,    0.2,    0.0,   89.7,   85.0,   10.3,   15.0,    102,      8,      4,.,     11,     28,      8,     20,     27,     12,.,.,      0,     53,     71,    38.2,    42.3,    55.1,    54.3,    37.4,    42.0,    54.2,    51.7,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,299741,CME ,00,099 ,   29483,       0,   11950,       0,   14729,    5187,    2508,     709,    2963,       0,       0,       0,       0,   17946,   22608,   11537,    6875,     181,       0,       3,       0,     138,      58,      18,       0,    -678,       0,       0,       0,       0,     156,    -599,      25,     780,  100.0,    0.0,   40.5,    0.0,   50.0,   17.6,    8.5,    2.4,   10.0,    0.0,    0.0,    0.0,    0.0,   60.9,   76.7,   39.1,   23.3,     27,      0,.,      0,     16,      4,      6,.,.,      0,      0,      0,      0,     18,     15,    25.3,    55.1,    40.7,    67.2,    24.5,    55.1,    37.5,    66.4,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,399741,CME ,00,099 ,   22052,    2915,    5483,      49,    4818,    7686,    1053,    4595,       0,       5,       0,    1820,       0,   13435,   16096,    8617,    5956,    -217,       0,      -4,       2,      -2,    -212,     -23,    -143,       0,       3,       0,       0,       0,    -163,    -234,     -54,      17,  100.0,   13.2,   24.9,    0.2,   21.8,   34.9,    4.8,   20.8,    0.0,    0.0,    0.0,    8.3,    0.0,   60.9,   73.0,   39.1,   27.0,     20,.,.,.,      5,      6,.,      5,      0,.,      0,.,      0,     14,     11,    33.2,    51.7,    50.9,    67.2,    32.4,    51.4,    48.2,    66.1,"(CONTRACTS OF EUR 125,000)","399741","CME ","099 ","F10","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,095741,CME ,00,095 ,  238767,    1454,   63791,    1399,  137190,    8026,    3052,   79301,   44570,    4586,    3198,  109914,       0,  230180,  235338,    8587,    3429,    9966,   -1137,    3322,     963,    8287,     425,     207,      28,    5762,    1720,    -386,    -318,       0,    9682,   12081,     284,   -2115,  100.0,    0.6,   26.7,    0.6,   57.5,    3.4,    1.3,   33.2,   18.7,    1.9,    1.3,   46.0,    0.0,   96.4,   98.6,    3.6,    1.4,    170,.,     10,.,     29,     10,      7,     65,     27,     11,     10,     16,      0,    117,     74,    33.5,    64.2,    49.1,    76.1,    33.5,    63.8,    48.8,    75.6,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,102741,CME ,00,102 ,   53160,    5990,   30287,    4859,   11619,    4237,     117,   19228,    4836,    3410,    4491,    3449,       0,   49714,   51195,    3446,    1965,    6584,    3953,       0,    4562,     162,   -1060,     111,   -2966,    -617,    3410,     134,     108,       0,    9366,    6514,   -2782,      70,  100.0,   11.3,   57.0,    9.1,   21.9,    8.0,    0.2,   36.2,    9.1,    6.4,    8.4,    6.5,    0.0,   93.5,   96.3,    6.5,    3.7,     85,      4,      4,.,     15,      8,.,     27,      8,      5,     10,      8,      0,     62,     33,    35.2,    65.4,    51.3,    78.5,    26.5,    60.2,    40.8,    69.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","FutOnly"
