"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,090741,CME ,00,090 ,  207270,   90678,   37873,    4088,   30837,   57031,    5825,   16223,   51628,   13390,    6944,    1156,      80,  168065,  171071,   39205,   36199,   19304,    3933,     444,     776,    1914,    5854,     -98,    4354,    4499,    3341,    1524,      33,       5,   15750,   14854,    3554,    4450,  100.0,   43.7,   18.3,    2.0,   14.9,   27.5,    2.8,    7.8,   24.9,    6.5,    3.4,    0.6,    0.0,   81.1,   82.5,   18.9,   17.5,    112,      8,      6,      9,     18,     23,     15,     14,     30,     13,     10,.,      4,     67,     86,    45.5,    25.0,    52.3,    35.6,    45.4,    24.9,    51.4,    35.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,092741,CME ,00,092 ,   63269,   27993,     608,    1810,    5832,   26469,       0,   14417,   11885,    2545,    1351,       0,       0,   53949,   43318,    9320,   19951,    4456,    4815,     -70,       2,     175,    3086,       0,    -307,    2873,     250,       0,       0,       0,    4934,    6140,    -478,   -1684,  100.0,   44.2,    1.0,    2.9,    9.2,   41.8,    0.0,   22.8,   18.8,    4.0,    2.1,    0.0,    0.0,   85.3,   68.5,   14.7,   31.5,     56,      8,.,      5,      4,     15,      0,     12,     14,.,.,      0,      0,     28,     36,    41.7,    27.8,    56.6,    41.0,    41.2,    27.8,    56.0,    39.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,096742,CME ,00,096 ,  287413,   68774,   15415,   17862,   42063,  118578,    6461,   81238,   45514,   43166,     949,    3612,     238,  260751,  250845,   26662,   36568,   11697,   23188,   -3325,    -321,   -2788,   14920,      43,   -6228,   -1511,    -482,      65,     278,     -63,   13413,    9538,   -1716,    2159,  100.0,   23.9,    5.4,    6.2,   14.6,   41.3,    2.2,   28.3,   15.8,   15.0,    0.3,    1.3,    0.1,   90.7,   87.3,    9.3,   12.7,    131,      8,      7,      9,     14,     36,     15,     31,     28,     23,.,      5,.,     79,    100,    32.4,    22.9,    48.9,    35.9,    29.4,    16.5,    41.6,    25.5,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,097741,CME ,00,097 ,  316353,   95305,    9139,    8461,   74176,  112704,    4602,   53230,  104278,   31721,    9232,    2762,       3,  276731,  273670,   39622,   42683,    1798,  -11123,    3752,     562,     395,  -13653,     -25,    2960,   10836,    5361,     928,    -743,       2,    -941,    6092,    2739,   -4294,  100.0,   30.1,    2.9,    2.7,   23.4,   35.6,    1.5,   16.8,   33.0,   10.0,    2.9,    0.9,    0.0,   87.5,   86.5,   12.5,   13.5,    169,     13,      5,      8,     27,     32,     17,     27,     44,     26,     12,      9,.,    103,    119,    27.4,    23.1,    43.4,    34.2,    26.8,    22.6,    42.0,    32.9,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,099741,CME ,00,099 ,  827051,   16043,  375992,   39964,  461869,  128691,   29218,   57646,   79382,   98249,   32284,   10414,    5037,  740309,  766947,   86742,   60104,   11210,    -926,  -12027,    4578,   -3762,    8066,    1994,    2199,     -12,    7516,    -607,     705,    -396,   10596,   10424,     614,     786,  100.0,    1.9,   45.5,    4.8,   55.8,   15.6,    3.5,    7.0,    9.6,   11.9,    3.9,    1.3,    0.6,   89.5,   92.7,   10.5,    7.3,    304,      9,     19,     13,    112,     38,     51,     42,     48,     36,     26,     10,      7,    230,    181,    16.0,    37.5,    27.4,    53.8,    15.3,    34.6,    24.2,    47.9,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,232741,CME ,00,232 ,  232963,  113049,    4562,    1661,   36522,  116736,    5206,   27386,   43660,   24133,    2585,      60,      85,  210626,  196101,   22337,   36862,    4694,  -11627,      84,     -63,    2582,  -12628,     530,    -224,    4747,   11839,    1079,      60,     -57,    4059,    4513,     635,     181,  100.0,   48.5,    2.0,    0.7,   15.7,   50.1,    2.2,   11.8,   18.7,   10.4,    1.1,    0.0,    0.0,   90.4,   84.2,    9.6,   15.8,    105,     11,.,      6,     13,     25,     11,     15,     32,     16,      5,.,.,     62,     78,    42.4,    36.0,    57.3,    45.7,    42.4,    35.8,    55.6,    43.3,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,299741,CME ,00,099 ,   28904,       0,   10356,       0,   13928,    4041,    2467,     752,    8644,       0,       0,       0,       0,   17147,   25508,   11757,    3396,    -111,       0,     -12,       0,     -41,    -519,       0,      48,    1422,       0,       0,       0,       0,       7,     891,    -118,   -1002,  100.0,    0.0,   35.8,    0.0,   48.2,   14.0,    8.5,    2.6,   29.9,    0.0,    0.0,    0.0,    0.0,   59.3,   88.3,   40.7,   11.7,     30,      0,.,      0,     15,      4,      6,.,      7,      0,      0,      0,      0,     17,     19,    24.7,    53.1,    39.9,    68.5,    23.6,    53.1,    36.9,    68.5,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,095741,CME ,00,095 ,  215705,    7365,   49361,     368,  120347,    4226,    1004,   72342,   36887,    3974,    4277,  116608,       0,  209677,  212427,    6028,    3278,   -3968,    3853,     272,     181,   -6429,   -2591,   -1168,     664,   -2909,     159,    -648,    1421,       0,   -3387,   -4635,    -581,     667,  100.0,    3.4,   22.9,    0.2,   55.8,    2.0,    0.5,   33.5,   17.1,    1.8,    2.0,   54.1,    0.0,   97.2,   98.5,    2.8,    1.5,    155,      5,      7,.,     22,     11,      5,     56,     26,     10,      9,     19,      0,     98,     74,    35.9,    69.6,    52.6,    82.2,    35.9,    69.1,    52.6,    81.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,102741,CME ,00,102 ,   41033,    3833,   23943,    1502,   18318,    2891,      30,   10916,    7818,       0,    3546,    2967,       0,   38145,   39151,    2888,    1882,  -14555,    2608,    4880,   -9589,   -3832,      61,       0,   -1133,   -8428,   -1353,      85,    -359,       0,  -13214,  -14788,   -1341,     233,  100.0,    9.3,   58.4,    3.7,   44.6,    7.0,    0.1,   26.6,   19.1,    0.0,    8.6,    7.2,    0.0,   93.0,   95.4,    7.0,    4.6,     76,      5,.,.,     14,      7,.,     19,     11,      0,      8,      9,      0,     47,     32,    37.9,    68.8,    57.3,    78.3,    37.8,    68.8,    54.2,    76.1,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,112741,CME ,00,112 ,   52299,   27061,    9311,      64,    6372,   23919,     307,   14904,   12524,      88,     981,     497,      17,   49794,   46727,    2505,    5572,    1534,   -2282,    5429,      -5,     -28,   -3761,     -74,    4254,     968,    -769,     281,    -238,       0,    1377,    1550,     157,     -16,  100.0,   51.7,   17.8,    0.1,   12.2,   45.7,    0.6,   28.5,   23.9,    0.2,    1.9,    1.0,    0.0,   95.2,   89.3,    4.8,   10.7,     92,      9,.,.,     12,     20,      5,     20,     22,.,.,.,.,     49,     52,    52.0,    41.5,    66.3,    58.4,    52.0,    41.4,    66.2,    58.3,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
