"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,090741,CME ,00,090 ,  246847,   79404,   10055,   67520,   26514,   79121,    5053,   22202,   41712,    5770,    4607,    1062,      44,  211114,  210337,   35733,   36510,   29767,   -3849,    2321,   57935,     205,  -21607,      66,  -23637,    -249,   -5614,     694,    -437,       1,   25801,   32416,    3966,   -2649,  100.0,   32.2,    4.1,   27.4,   10.7,   32.1,    2.0,    9.0,   16.9,    2.3,    1.9,    0.4,    0.0,   85.5,   85.2,   14.5,   14.8,    108,      8,      5,      6,     15,     25,     11,     18,     28,     10,      6,.,.,     59,     78,    52.7,    33.0,    61.9,    44.8,    31.0,    15.8,    38.8,    25.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,092741,CME ,00,092 ,   46638,   17897,       0,       0,    6129,   21899,      10,   11739,    7548,      14,    1591,       0,       0,   37380,   29471,    9258,   17167,   -3307,    1071,   -3999,   -1846,    1349,    1686,     -41,    1813,    1531,   -1021,    -119,       0,       0,    1206,   -3690,   -4513,     383,  100.0,   38.4,    0.0,    0.0,   13.1,   47.0,    0.0,   25.2,   16.2,    0.0,    3.4,    0.0,    0.0,   80.1,   63.2,   19.9,   36.8,     48,      6,      0,      0,      6,     11,.,     13,     10,.,.,      0,      0,     28,     24,    39.8,    32.1,    54.1,    45.0,    39.7,    32.1,    54.1,    45.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,096742,CME ,00,096 ,  191117,    7166,   35289,     983,   56653,   74327,    4501,   84793,   35063,    9511,       0,    2831,       0,  163607,  162505,   27510,   28612,  -36320,    3370,  -18644,   -9255,  -23415,    1843,    -619,    6364,   -2476,   -8142,       0,    -500,       0,  -31697,  -37793,   -4623,    1473,  100.0,    3.7,   18.5,    0.5,   29.6,   38.9,    2.4,   44.4,   18.3,    5.0,    0.0,    1.5,    0.0,   85.6,   85.0,   14.4,   15.0,    124,      5,      8,      4,     18,     31,     14,     37,     21,     17,      0,.,      0,     72,     87,    23.0,    27.6,    39.5,    40.3,    20.0,    27.5,    35.9,    40.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,097741,CME ,00,097 ,  265860,   94027,    6459,     907,   70008,  120315,    3649,   49757,   81156,    6460,    8247,    4283,      15,  233070,  223244,   32790,   42616,   -4994,   -5036,   -9297,   -3753,    3226,    7516,     247,   14222,   10177,   -7787,   -2860,    -739,       0,   -1741,   -3636,   -3253,   -1358,  100.0,   35.4,    2.4,    0.3,   26.3,   45.3,    1.4,   18.7,   30.5,    2.4,    3.1,    1.6,    0.0,   87.7,   84.0,   12.3,   16.0,    145,     11,.,.,     23,     31,     15,     28,     35,     14,      9,      5,.,     81,     96,    32.6,    27.4,    48.0,    42.5,    32.5,    27.2,    47.7,    42.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,099741,CME ,00,099 ,  695343,   18757,  410033,    1689,  449293,  114429,   21941,   65602,   60740,   17670,   33419,    8630,    4860,  613231,  639992,   82112,   55351,  -48416,   -7176,  -32265,  -16471,   -1405,    6478,    -751,   -7296,    1271,   -5885,    1628,     127,    -388,  -37744,  -47884,  -10672,    -532,  100.0,    2.7,   59.0,    0.2,   64.6,   16.5,    3.2,    9.4,    8.7,    2.5,    4.8,    1.2,    0.7,   88.2,   92.0,   11.8,    8.0,    290,     11,     15,      4,    110,     35,     45,     42,     45,     25,     24,      8,      5,    214,    155,    19.2,    45.5,    30.5,    62.9,    18.3,    45.5,    29.0,    62.8,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,232741,CME ,00,232 ,  221229,  129555,    1600,     653,   32287,  137146,    3897,   29212,   40468,    4010,    2152,     926,       0,  201766,  188700,   19463,   32529,  -34990,   17538,   -1919,  -23790,   -5376,    1923,     545,   -6387,    8212,  -14744,      34,     -16,       0,  -32180,  -29789,   -2810,   -5201,  100.0,   58.6,    0.7,    0.3,   14.6,   62.0,    1.8,   13.2,   18.3,    1.8,    1.0,    0.4,    0.0,   91.2,   85.3,    8.8,   14.7,    103,     11,.,.,     10,     27,      9,     19,     29,     13,      4,.,      0,     55,     71,    44.5,    43.8,    63.8,    53.9,    44.5,    43.6,    63.5,    52.6,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,299741,CME ,00,099 ,   29395,       0,   10371,       0,   14464,    8270,    2467,     780,    3224,       0,       0,       0,       0,   17711,   24332,   11684,    5063,   -1645,    -443,    -953,       0,     436,    2265,    -346,    -261,    -500,    -417,       0,       0,       0,   -1031,      49,    -614,   -1694,  100.0,    0.0,   35.3,    0.0,   49.2,   28.1,    8.4,    2.7,   11.0,    0.0,    0.0,    0.0,    0.0,   60.3,   82.8,   39.7,   17.2,     28,      0,.,      0,     16,      4,      6,.,      4,      0,      0,      0,      0,     18,     16,    24.8,    58.3,    39.6,    71.4,    23.7,    58.3,    36.6,    70.9,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,399741,CME ,00,099 ,   23336,    2915,    5539,     522,    4862,    6894,    1028,    4915,    1000,     321,       0,    1820,       0,   14563,   17124,    8773,    6212,    -233,       0,       5,     468,      40,    -865,     -40,    -453,       0,     291,       0,       0,       0,     306,    -141,    -539,     -92,  100.0,   12.5,   23.7,    2.2,   20.8,   29.5,    4.4,   21.1,    4.3,    1.4,    0.0,    7.8,    0.0,   62.4,   73.4,   37.6,   26.6,     21,.,.,.,      5,      5,.,      6,.,.,      0,.,      0,     15,     13,    31.4,    51.4,    48.1,    66.7,    30.8,    49.2,    45.1,    63.6,"(CONTRACTS OF EUR 125,000)","399741","CME ","099 ","F10","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,095741,CME ,00,095 ,  220707,    1570,   51720,     233,  132351,    8575,    1947,   70701,   39223,    2366,    4897,  114096,       0,  214065,  218160,    6642,    2547,  -15013,     112,   -6997,   -9580,    1425,      37,    -108,    -927,    5562,   -8665,    3368,    4850,     -12,  -14387,  -14913,    -626,    -100,  100.0,    0.7,   23.4,    0.1,   60.0,    3.9,    0.9,   32.0,   17.8,    1.1,    2.2,   51.7,    0.0,   97.0,   98.8,    3.0,    1.2,    161,.,      9,.,     28,     11,      6,     58,     27,      7,     11,     15,      0,    105,     71,    38.3,    68.0,    51.6,    80.6,    38.3,    67.5,    51.6,    79.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,102741,CME ,00,102 ,   39943,    1404,   17926,     622,   14200,    2115,      60,   15483,   13657,     413,    3631,    3836,       0,   35813,   38629,    4130,    1314,    4974,    -231,     447,      57,    1894,   -1528,      45,    2502,    5943,       0,    -118,      18,       0,    4149,    4982,     825,      -8,  100.0,    3.5,   44.9,    1.6,   35.6,    5.3,    0.2,   38.8,   34.2,    1.0,    9.1,    9.6,    0.0,   89.7,   96.7,   10.3,    3.3,     82,.,      4,.,     16,      7,.,     23,     13,.,      6,     10,      0,     52,     37,    30.5,    64.8,    46.5,    76.8,    30.5,    64.4,    46.5,    76.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","FutOnly"
