"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,090741,CME ,00,090 ,  140960,   30397,   25727,       0,   33314,   45124,    3451,   28378,   30729,    4923,    6396,    2145,     327,  107186,  112426,   33774,   28534,  -11646,    1302,  -20102,    -308,  -12678,   -2922,     -15,    3323,    4670,    2474,    1116,    -247,     282,   -4504,  -16168,   -7142,    4522,  100.0,   21.6,   18.3,    0.0,   23.6,   32.0,    2.4,   20.1,   21.8,    3.5,    4.5,    1.5,    0.2,   76.0,   79.8,   24.0,   20.2,    100,      4,     10,      0,     16,     18,      9,     24,     17,     12,      7,      4,.,     57,     66,    33.4,    29.2,    43.0,    40.1,    33.3,    29.1,    40.8,    40.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,092741,CME ,00,092 ,   43122,   13352,    4681,       0,    5974,   16610,     150,    6478,    5782,     394,    1509,    1600,       0,   27857,   29217,   15265,   13905,    -861,    2286,     658,       0,   -2242,    -597,    -360,    2078,   -1175,     -64,     -57,       0,       0,    1641,   -1538,   -2502,     677,  100.0,   31.0,   10.9,    0.0,   13.9,   38.5,    0.3,   15.0,   13.4,    0.9,    3.5,    3.7,    0.0,   64.6,   67.8,   35.4,   32.2,     45,.,.,      0,      6,     10,.,     11,      9,.,.,.,      0,     23,     26,    34.9,    31.7,    46.1,    48.4,    34.8,    31.7,    45.7,    48.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,096742,CME ,00,096 ,  206954,    6749,   67895,    1913,   74548,   58555,    7924,   66207,   30035,   15108,       0,    1878,       0,  172449,  183308,   34505,   23646,  -13952,    4507,   -5799,   -1051,  -12652,   -4365,    3318,   -2958,   -5531,     126,       0,   -1706,       0,   -8710,  -15008,   -5242,    1056,  100.0,    3.3,   32.8,    0.9,   36.0,   28.3,    3.8,   32.0,   14.5,    7.3,    0.0,    0.9,    0.0,   83.3,   88.6,   16.7,   11.4,    113,.,     11,.,     21,     26,     16,     28,     20,     15,      0,.,      0,     66,     81,    29.6,    30.7,    46.8,    43.2,    27.8,    30.6,    43.3,    42.8,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,097741,CME ,00,097 ,  229849,   91947,   27833,    1171,   61103,   82745,    3967,   24813,   65142,    6063,    7359,    3561,      15,  196438,  190497,   33411,   39352,     834,    2300,   -4214,     570,    -927,    4449,      21,   -2498,   -2349,    1316,     825,     -55,       0,    1607,    -262,    -773,    1096,  100.0,   40.0,   12.1,    0.5,   26.6,   36.0,    1.7,   10.8,   28.3,    2.6,    3.2,    1.5,    0.0,   85.5,   82.9,   14.5,   17.1,    132,     10,      7,      5,     23,     27,     13,     20,     35,     15,      7,.,.,     75,     91,    43.7,    26.3,    53.9,    38.7,    43.6,    26.1,    53.7,    38.5,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,099741,CME ,00,099 ,  760968,   23480,  520021,    1792,  496666,   79804,   22071,   71402,   60392,   17187,   31594,    8564,    4536,  668728,  714367,   92240,   46601,    5812,    4694,   -1732,      41,    4540,     105,   -1215,     771,    8473,   -1995,     574,    -137,      55,    7465,    3595,   -1653,    2217,  100.0,    3.1,   68.3,    0.2,   65.3,   10.5,    2.9,    9.4,    7.9,    2.3,    4.2,    1.1,    0.6,   87.9,   93.9,   12.1,    6.1,    287,     13,     15,      5,    120,     26,     48,     44,     39,     24,     20,     10,      5,    224,    145,    19.1,    56.9,    31.0,    71.8,    18.3,    56.9,    29.9,    71.5,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,232741,CME ,00,232 ,  182842,   67174,    3675,     882,   39857,  111844,    4019,   46725,   27387,    3482,    1803,       0,       0,  163942,  151289,   18900,   31553,   21544,   10839,    -382,     241,   -7169,   15362,    2431,   17944,    -541,    -637,       0,       0,       0,   23649,   16474,   -2105,    5070,  100.0,   36.7,    2.0,    0.5,   21.8,   61.2,    2.2,   25.6,   15.0,    1.9,    1.0,    0.0,    0.0,   89.7,   82.7,   10.3,   17.3,     91,      8,      4,.,     14,     21,      9,     19,     22,     11,.,      0,      0,     53,     61,    33.6,    46.4,    53.9,    56.0,    33.3,    46.0,    53.2,    55.6,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,299741,CME ,00,099 ,   28864,       0,   11936,       0,   14589,    5128,    2503,     709,    4447,       0,       0,       0,       0,   17801,   24014,   11063,    4850,     252,       0,     -29,       0,     569,    -497,       0,      30,     409,       0,       0,       0,       0,     599,    -117,    -347,     369,  100.0,    0.0,   41.4,    0.0,   50.5,   17.8,    8.7,    2.5,   15.4,    0.0,    0.0,    0.0,    0.0,   61.7,   83.2,   38.3,   16.8,     29,      0,.,      0,     16,      4,      6,.,      5,      0,      0,      0,      0,     18,     17,    25.3,    57.6,    41.1,    70.2,    24.5,    57.6,    37.7,    69.6,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,399741,CME ,00,099 ,   22445,    2915,    5514,      46,    5365,    8438,    1083,    5180,       0,       2,       0,    1820,       0,   14591,   16903,    7854,    5542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   13.0,   24.6,    0.2,   23.9,   37.6,    4.8,   23.1,    0.0,    0.0,    0.0,    8.1,    0.0,   65.0,   75.3,   35.0,   24.7,     21,.,.,.,      5,      7,.,      5,      0,.,      0,.,      0,     14,     12,    35.8,    50.3,    55.2,    66.5,    35.8,    49.8,    53.0,    65.0,"(CONTRACTS OF EUR 125,000)","399741","CME ","099 ","F10","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,095741,CME ,00,095 ,  227745,    3915,   64952,     238,  129422,    8598,    2437,   80523,   36451,    1004,    2862,  109710,       0,  220401,  223390,    7344,    4355,   -8701,    1328,   -3962,     -28,   -7577,     298,     863,   -1414,   -5164,     249,    -708,   -1098,     -11,   -7298,   -8853,   -1403,     152,  100.0,    1.7,   28.5,    0.1,   56.8,    3.8,    1.1,   35.4,   16.0,    0.4,    1.3,   48.2,    0.0,   96.8,   98.1,    3.2,    1.9,    156,      4,      8,.,     26,     11,      7,     62,     23,      9,      7,     15,      0,    104,     69,    37.6,    68.6,    51.5,    80.8,    37.6,    68.5,    51.3,    80.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,102741,CME ,00,102 ,   45709,    1454,   30457,     270,   16154,    1496,       0,   19500,    4618,     525,    4143,    3910,       0,   42046,   41276,    3663,    4433,  -15801,     -23,   -1517,  -11928,     580,    -368,       0,   -3273,    -563,     318,     197,    -232,       0,  -14129,  -14290,   -1672,   -1511,  100.0,    3.2,   66.6,    0.6,   35.3,    3.3,    0.0,   42.7,   10.1,    1.1,    9.1,    8.6,    0.0,   92.0,   90.3,    8.0,    9.7,     82,      4,      5,.,     15,      5,      0,     27,      9,.,      7,      9,      0,     55,     30,    30.4,    70.4,    47.2,    77.1,    30.4,    69.8,    47.2,    76.5,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","FutOnly"
